label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
car,1239,905,123,36,Accra200.jpg,1595,975
car,1290,871,112,38,Accra200.jpg,1595,975
car,1285,804,140,49,Accra200.jpg,1595,975
car,1351,693,85,72,Accra200.jpg,1595,975
car,1300,630,36,64,Accra200.jpg,1595,975
car,1470,661,49,115,Accra200.jpg,1595,975
car,360,825,96,116,Accra23.jpg,1529,975
car,614,555,4,0,Accra24.jpg,1529,975
car,292,260,63,19,Accra24.jpg,1529,975
car,281,289,61,19,Accra24.jpg,1529,975
car,275,318,57,16,Accra24.jpg,1529,975
car,272,341,57,14,Accra24.jpg,1529,975
car,274,364,61,16,Accra24.jpg,1529,975
car,269,390,55,19,Accra24.jpg,1529,975
car,263,419,65,15,Accra24.jpg,1529,975
car,265,448,59,12,Accra24.jpg,1529,975
car,262,475,64,17,Accra24.jpg,1529,975
car,259,502,55,17,Accra24.jpg,1529,975
car,248,528,65,22,Accra24.jpg,1529,975
car,467,15,14,44,Accra24.jpg,1529,975
car,451,78,15,50,Accra24.jpg,1529,975
car,495,195,26,61,Accra24.jpg,1529,975
car,550,193,26,59,Accra24.jpg,1529,975
car,480,70,19,55,Accra24.jpg,1529,975
car,504,70,26,47,Accra24.jpg,1529,975
car,530,71,19,51,Accra24.jpg,1529,975
car,551,71,21,48,Accra24.jpg,1529,975
car,579,76,22,51,Accra24.jpg,1529,975
car,634,72,25,48,Accra24.jpg,1529,975
car,651,74,28,56,Accra24.jpg,1529,975
car,685,74,19,55,Accra24.jpg,1529,975
car,733,78,23,43,Accra24.jpg,1529,975
car,755,82,24,50,Accra24.jpg,1529,975
car,788,79,19,49,Accra24.jpg,1529,975
car,820,77,19,54,Accra24.jpg,1529,975
car,838,86,26,54,Accra24.jpg,1529,975
car,873,78,19,61,Accra24.jpg,1529,975
car,923,28,18,52,Accra24.jpg,1529,975
car,655,203,26,47,Accra24.jpg,1529,975
car,717,200,19,49,Accra24.jpg,1529,975
car,794,201,25,50,Accra24.jpg,1529,975
car,831,201,12,57,Accra24.jpg,1529,975
car,853,199,15,57,Accra24.jpg,1529,975
car,884,202,14,49,Accra24.jpg,1529,975
car,940,201,19,53,Accra24.jpg,1529,975
car,911,198,17,56,Accra24.jpg,1529,975
car,1021,206,23,49,Accra24.jpg,1529,975
car,651,223,124,49,Accra25.jpg,1529,975
car,797,239,100,69,Accra25.jpg,1529,975
car,939,262,114,71,Accra25.jpg,1529,975
car,1141,309,132,65,Accra25.jpg,1529,975
car,0,282,45,47,Accra25.jpg,1529,975
car,12,282,69,71,Accra25.jpg,1529,975
car,61,313,87,63,Accra25.jpg,1529,975
car,159,319,69,73,Accra25.jpg,1529,975
car,203,339,73,67,Accra25.jpg,1529,975
car,238,359,91,65,Accra25.jpg,1529,975
car,335,368,59,85,Accra25.jpg,1529,975
car,378,400,85,79,Accra25.jpg,1529,975
car,447,416,67,71,Accra25.jpg,1529,975
car,502,429,79,63,Accra25.jpg,1529,975
car,541,443,81,81,Accra25.jpg,1529,975
car,1088,557,35,112,Accra25.jpg,1529,975
car,781,363,37,89,Accra25.jpg,1529,975
car,1204,583,41,114,Accra25.jpg,1529,975
car,1285,589,61,130,Accra25.jpg,1529,975
car,1267,465,75,100,Accra25.jpg,1529,975
car,22,557,43,126,Accra25.jpg,1529,975
car,132,599,75,98,Accra25.jpg,1529,975
car,301,640,65,120,Accra25.jpg,1529,975
car,427,679,65,122,Accra25.jpg,1529,975
car,624,731,63,144,Accra25.jpg,1529,975
car,931,575,14,20,Accra26.jpg,1595,975
car,854,591,28,9,Accra26.jpg,1595,975
car,799,609,20,9,Accra26.jpg,1595,975
car,748,577,14,17,Accra26.jpg,1595,975
car,771,625,14,21,Accra26.jpg,1595,975
car,783,622,8,24,Accra26.jpg,1595,975
car,789,623,14,17,Accra26.jpg,1595,975
car,800,623,14,16,Accra26.jpg,1595,975
car,810,622,12,14,Accra26.jpg,1595,975
car,925,545,14,19,Accra26.jpg,1595,975
car,935,541,16,22,Accra26.jpg,1595,975
car,968,535,15,22,Accra26.jpg,1595,975
car,778,379,78,51,Accra28.jpg,1595,975
car,665,927,89,39,Accra3.jpg,1529,975
car,689,607,22,59,Accra3.jpg,1529,975
car,901,477,117,119,Accra30.jpg,1595,975
car,339,107,57,17,Accra34.jpg,1595,975
car,368,127,57,13,Accra34.jpg,1595,975
car,519,217,63,29,Accra34.jpg,1595,975
car,441,248,62,32,Accra34.jpg,1595,975
car,386,239,33,30,Accra34.jpg,1595,975
car,349,244,29,33,Accra34.jpg,1595,975
car,270,233,28,31,Accra34.jpg,1595,975
car,241,241,20,30,Accra34.jpg,1595,975
car,198,244,25,28,Accra34.jpg,1595,975
car,152,239,38,38,Accra34.jpg,1595,975
car,158,313,70,23,Accra34.jpg,1595,975
car,69,335,78,11,Accra34.jpg,1595,975
car,67,319,77,9,Accra34.jpg,1595,975
car,64,287,80,14,Accra34.jpg,1595,975
car,4,317,48,12,Accra34.jpg,1595,975
car,1,350,52,11,Accra34.jpg,1595,975
car,1,298,61,9,Accra34.jpg,1595,975
car,2,336,52,11,Accra34.jpg,1595,975
car,12,395,35,35,Accra34.jpg,1595,975
car,57,387,33,27,Accra34.jpg,1595,975
car,102,373,30,32,Accra34.jpg,1595,975
car,142,366,34,33,Accra34.jpg,1595,975
car,178,354,35,34,Accra34.jpg,1595,975
car,220,346,28,36,Accra34.jpg,1595,975
car,256,337,30,38,Accra34.jpg,1595,975
car,297,326,35,39,Accra34.jpg,1595,975
car,343,319,30,37,Accra34.jpg,1595,975
car,382,302,30,44,Accra34.jpg,1595,975
car,422,296,30,37,Accra34.jpg,1595,975
car,7,509,38,54,Accra34.jpg,1595,975
car,136,495,45,46,Accra34.jpg,1595,975
car,187,436,77,34,Accra34.jpg,1595,975
car,233,452,81,37,Accra34.jpg,1595,975
car,332,448,80,42,Accra34.jpg,1595,975
car,501,380,64,33,Accra34.jpg,1595,975
car,491,419,91,20,Accra34.jpg,1595,975
car,385,379,61,25,Accra34.jpg,1595,975
car,186,385,89,11,Accra34.jpg,1595,975
car,23,442,75,25,Accra34.jpg,1595,975
car,113,413,70,35,Accra34.jpg,1595,975
car,191,412,74,20,Accra34.jpg,1595,975
car,285,363,83,22,Accra34.jpg,1595,975
car,299,394,74,33,Accra34.jpg,1595,975
car,372,349,70,19,Accra34.jpg,1595,975
car,6,526,706,448,Accra35.jpg,1595,975
car,1061,254,146,106,Accra35.jpg,1595,975
car,1213,237,55,53,Accra35.jpg,1595,975
car,373,275,151,30,Accra35.jpg,1595,975
car,380,767,66,70,Accra36.jpg,1595,975
car,761,333,62,38,Accra36.jpg,1595,975
car,551,407,62,36,Accra36.jpg,1595,975
car,891,89,66,36,Accra36.jpg,1595,975
car,1077,10,57,23,Accra36.jpg,1595,975
car,543,922,76,53,Accra36.jpg,1595,975
car,630,901,81,70,Accra36.jpg,1595,975
car,706,799,74,62,Accra36.jpg,1595,975
car,810,574,49,93,Accra36.jpg,1595,975
car,897,553,40,74,Accra36.jpg,1595,975
car,901,496,36,53,Accra36.jpg,1595,975
car,946,432,42,51,Accra36.jpg,1595,975
car,969,456,62,57,Accra36.jpg,1595,975
car,1039,371,42,64,Accra36.jpg,1595,975
car,1075,407,42,45,Accra36.jpg,1595,975
car,1099,303,59,53,Accra36.jpg,1595,975
car,1141,273,40,34,Accra36.jpg,1595,975
car,1152,216,28,30,Accra36.jpg,1595,975
car,1046,318,40,59,Accra36.jpg,1595,975
car,730,608,38,78,Accra37.jpg,1595,975
car,759,634,47,66,Accra37.jpg,1595,975
car,893,625,62,36,Accra37.jpg,1595,975
car,783,428,98,25,Accra37.jpg,1595,975
car,507,392,110,68,Accra38.jpg,1595,975
car,636,689,134,74,Accra38.jpg,1595,975
car,1408,409,40,93,Accra38.jpg,1595,975
car,231,415,87,70,Accra39.jpg,1595,975
car,1039,328,68,87,Accra39.jpg,1595,975
car,0,345,70,28,Accra41.jpg,1595,975
car,185,369,64,32,Accra41.jpg,1595,975
car,102,369,53,51,Accra41.jpg,1595,975
car,153,411,68,30,Accra41.jpg,1595,975
car,316,388,57,49,Accra41.jpg,1595,975
car,484,407,85,38,Accra41.jpg,1595,975
car,621,485,74,30,Accra41.jpg,1595,975
car,863,445,81,23,Accra41.jpg,1595,975
car,863,468,78,28,Accra41.jpg,1595,975
car,825,564,45,68,Accra41.jpg,1595,975
car,785,666,42,89,Accra41.jpg,1595,975
car,772,759,34,87,Accra41.jpg,1595,975
car,747,899,66,76,Accra41.jpg,1595,975
car,901,538,38,68,Accra41.jpg,1595,975
car,1018,458,78,28,Accra41.jpg,1595,975
car,1237,477,95,38,Accra41.jpg,1595,975
car,1468,502,85,32,Accra41.jpg,1595,975
car,450,653,85,64,Accra46.jpg,1595,975
car,554,664,45,51,Accra46.jpg,1595,975
car,855,689,91,57,Accra46.jpg,1595,975
car,1430,772,132,91,Accra47.jpg,1595,975
car,269,63,36,51,Accra48.jpg,1595,975
car,335,193,59,66,Accra48.jpg,1595,975
car,534,471,45,66,Accra48.jpg,1595,975
car,367,74,49,55,Accra48.jpg,1595,975
car,187,4,53,34,Accra48.jpg,1595,975
car,800,320,62,59,Accra48.jpg,1595,975
car,853,394,49,30,Accra48.jpg,1595,975
car,814,551,36,91,Accra48.jpg,1595,975
car,1054,237,30,55,Accra48.jpg,1595,975
car,1080,229,42,49,Accra48.jpg,1595,975
car,1105,212,45,47,Accra48.jpg,1595,975
car,1035,78,40,40,Accra48.jpg,1595,975
car,1232,316,62,34,Accra48.jpg,1595,975
car,1374,496,83,19,Accra48.jpg,1595,975
car,1334,384,70,38,Accra48.jpg,1595,975
car,1374,256,76,59,Accra48.jpg,1595,975
car,1338,133,42,36,Accra48.jpg,1595,975
car,1307,89,62,34,Accra48.jpg,1595,975
car,1281,248,34,31,Accra48.jpg,1595,975
car,1298,225,41,37,Accra48.jpg,1595,975
car,1195,354,33,31,Accra48.jpg,1595,975
car,1141,196,40,34,Accra48.jpg,1595,975
car,1192,174,30,24,Accra48.jpg,1595,975
car,1456,548,61,42,Accra48.jpg,1595,975
car,1432,518,44,37,Accra48.jpg,1595,975
car,1417,381,55,35,Accra48.jpg,1595,975
car,1451,437,59,45,Accra48.jpg,1595,975
car,1503,361,44,47,Accra48.jpg,1595,975
car,1031,730,49,44,Accra48.jpg,1595,975
car,901,573,40,52,Accra48.jpg,1595,975
car,699,251,33,42,Accra48.jpg,1595,975
car,150,184,55,37,Accra48.jpg,1595,975
car,110,242,42,41,Accra48.jpg,1595,975
car,126,150,49,24,Accra48.jpg,1595,975
car,592,91,62,64,Accra49.jpg,1595,975
car,759,354,45,62,Accra49.jpg,1595,975
car,844,441,49,42,Accra49.jpg,1595,975
car,925,568,55,55,Accra49.jpg,1595,975
car,957,468,51,38,Accra49.jpg,1595,975
car,965,288,59,51,Accra49.jpg,1595,975
car,1194,290,47,59,Accra49.jpg,1595,975
car,1107,850,59,59,Accra49.jpg,1595,975
car,1389,695,53,51,Accra49.jpg,1595,975
car,1268,621,59,47,Accra49.jpg,1595,975
car,1101,358,59,47,Accra49.jpg,1595,975
car,1436,767,51,36,Accra49.jpg,1595,975
car,702,623,42,34,Accra49.jpg,1595,975
car,738,547,49,49,Accra49.jpg,1595,975
car,719,521,45,38,Accra49.jpg,1595,975
car,1383,952,47,23,Accra49.jpg,1595,975
car,802,101,42,38,Accra50.jpg,1595,975
car,1033,498,45,51,Accra50.jpg,1595,975
car,1317,127,76,38,Accra50.jpg,1595,975
car,1209,161,47,53,Accra50.jpg,1595,975
car,1239,258,38,57,Accra50.jpg,1595,975
car,1311,188,83,32,Accra50.jpg,1595,975
car,1351,808,36,53,Accra50.jpg,1595,975
car,1387,816,51,32,Accra50.jpg,1595,975
car,1447,328,51,47,Accra50.jpg,1595,975
car,1478,384,51,40,Accra50.jpg,1595,975
car,1500,428,57,38,Accra50.jpg,1595,975
car,1084,521,53,49,Accra51.jpg,1595,975
car,1107,579,62,17,Accra51.jpg,1595,975
car,1130,664,53,34,Accra51.jpg,1595,975
car,1169,727,51,49,Accra51.jpg,1595,975
car,1186,770,70,32,Accra51.jpg,1595,975
car,1203,818,68,23,Accra51.jpg,1595,975
car,369,498,64,55,Accra52.jpg,1595,975
car,498,409,59,51,Accra52.jpg,1595,975
car,1101,689,81,57,Accra52.jpg,1595,975
car,1226,782,68,76,Accra52.jpg,1595,975
car,1324,861,68,87,Accra52.jpg,1595,975
car,1273,823,51,64,Accra52.jpg,1595,975
car,831,719,62,53,Accra52.jpg,1595,975
car,1012,888,70,59,Accra52.jpg,1595,975
car,1050,640,51,62,Accra52.jpg,1595,975
car,882,488,59,34,Accra80.jpg,1595,975
car,1158,496,261,134,Accra83.jpg,1595,975
car,1037,460,136,76,Accra83.jpg,1595,975
car,863,258,127,59,Accra88.jpg,1595,975
car,583,428,165,72,Accra88.jpg,1595,975
